iid,id,gender,partner,pid,match,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,prob_o,age,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,dec
21,1,0,7,46,0,0,6,7,10,8,9,6,21,5,9,7,9,10,0
21,1,0,8,47,0,1,9,5,6,5,5,6,21,5,9,7,9,10,0
21,1,0,16,55,0,0,5,8,10,7,9,6,21,5,9,7,9,10,0
21,1,0,10,49,0,0,6,7,8,4,6,6,21,5,9,7,9,10,1
21,1,0,6,45,0,1,7,8,8,7,9,7,21,5,9,7,9,10,0
21,1,0,14,53,0,0,6,8,8,7,7,7,21,5,9,7,9,10,0
21,1,0,3,42,0,0,3,10,9,5,9,7,21,5,9,7,9,10,1
21,1,0,5,44,0,1,6,7,8,6,7,8,21,5,9,7,9,10,0
22,2,0,1,40,0,0,4,10,8,8,6,1,27,7,8,7,8,7,0
22,2,0,3,42,0,0,3,6,8,5,5,1,27,7,8,7,8,7,0
22,2,0,12,51,0,0,2,2,3,2,2,1,27,7,8,7,8,7,0
22,2,0,13,52,0,0,4,6,7,6,5,2,27,7,8,7,8,7,0
22,2,0,4,43,0,0,4,5,5,3,5,2,27,7,8,7,8,7,0
22,2,0,15,54,0,0,4,7,7,6,6,4,27,7,8,7,8,7,0
22,2,0,10,49,0,0,7,8,7,7,7,4,27,7,8,7,8,7,0
22,2,0,14,53,0,0,6,8,8,7,8,5,27,7,8,7,8,7,1
22,2,0,5,44,1,1,6,7,6,6,8,5,27,7,8,7,8,7,1
22,2,0,6,45,1,1,7,7,7,5,6,5,27,7,8,7,8,7,1
22,2,0,7,46,0,0,5,8,5,5,6,5,27,7,8,7,8,7,1
22,2,0,16,55,0,0,5,8,9,7,10,7,27,7,8,7,8,7,1
23,3,0,1,40,0,0,5,4,3,7,4,1,21,5,8,6,7,8,1
23,3,0,13,52,0,0,7,7,6,6,6,2,21,5,8,6,7,8,0
23,3,0,9,48,0,0,4,6,6,4,3,2,21,5,8,6,7,8,0
23,3,0,4,43,1,1,4,6,5,4,3,4,21,5,8,6,7,8,1
23,3,0,15,54,0,1,6,7,7,7,9,5,21,5,8,6,7,8,0
23,3,0,8,47,0,1,5,6,6,4,7,5,21,5,8,6,7,8,0
23,3,0,10,49,0,0,7,8,8,6,7,5,21,5,8,6,7,8,1
23,3,0,12,51,0,0,4,6,4,1,1,5,21,5,8,6,7,8,0
23,3,0,7,46,0,0,6,8,9,8,8,6,21,5,8,6,7,8,1
23,3,0,14,53,0,1,7,8,8,7,8,6,21,5,8,6,7,8,0
23,3,0,16,55,0,0,6,9,10,8,10,7,21,5,8,6,7,8,0
23,3,0,6,45,1,1,7,8,7,6,6,7,21,5,8,6,7,8,1
23,3,0,5,44,1,1,8,8,8,10,7,8,21,5,8,6,7,8,1
23,3,0,3,42,0,0,6,10,9,8,9,8,21,5,8,6,7,8,1
24,4,0,3,42,0,0,7,6,7,9,8,1,27,7,9,9,8,8,0
24,4,0,12,51,0,1,7,5,7,6,6,2,27,7,9,9,8,8,0
24,4,0,13,52,0,0,7,7,9,5,6,2,27,7,9,9,8,8,0
24,4,0,1,40,0,0,5,10,9,9,8,3,27,7,9,9,8,8,0
24,4,0,10,49,0,1,7,7,6,5,6,4,27,7,9,9,8,8,0
24,4,0,7,46,0,0,7,8,8,8,7,5,27,7,9,9,8,8,1
24,4,0,15,54,0,1,8,7,8,7,7,5,27,7,9,9,8,8,0
24,4,0,4,43,0,0,5,5,6,4,7,5,27,7,9,9,8,8,0
24,4,0,5,44,0,1,5,7,8,7,8,6,27,7,9,9,8,8,0
24,4,0,16,55,0,1,8,9,9,8,8,6,27,7,9,9,8,8,0
24,4,0,6,45,0,1,6,6,6,6,5,6,27,7,9,9,8,8,0
24,4,0,8,47,0,1,6,6,6,5,6,6,27,7,9,9,8,8,0
24,4,0,14,53,0,0,8,8,8,8,7,7,27,7,9,9,8,8,1
25,5,0,1,40,0,0,8,10,9,9,8,1,25,7,9,7,8,6,0
25,5,0,4,43,0,1,8,5,6,6,5,1,25,7,9,7,8,6,0
25,5,0,13,52,0,1,8,7,7,7,6,3,25,7,9,7,8,6,0
25,5,0,12,51,0,0,6,4,7,6,2,3,25,7,9,7,8,6,0
25,5,0,10,49,0,1,9,8,7,8,6,4,25,7,9,7,8,6,0
25,5,0,15,54,0,1,8,9,9,9,7,5,25,7,9,7,8,6,0
25,5,0,8,47,0,1,6,7,5,5,5,5,25,7,9,7,8,6,0
25,5,0,16,55,0,1,8,9,8,10,9,6,25,7,9,7,8,6,0
25,5,0,7,46,0,1,10,8,7,8,7,6,25,7,9,7,8,6,0
25,5,0,5,44,0,1,7,6,6,7,5,6,25,7,9,7,8,6,0
25,5,0,3,42,0,1,8,9,7,7,5,6,25,7,9,7,8,6,0
25,5,0,6,45,0,1,7,6,6,7,6,7,25,7,9,7,8,6,0
25,5,0,14,53,0,1,9,8,8,8,8,8,25,7,9,7,8,6,0
26,6,0,1,40,0,0,8,9,9,8,7,1,23,7,8,8,8,8,0
26,6,0,13,52,0,1,8,7,7,7,6,3,23,7,8,8,8,8,0
26,6,0,15,54,0,1,8,8,7,8,7,4,23,7,8,8,8,8,0
26,6,0,4,43,0,1,6,5,7,5,5,4,23,7,8,8,8,8,0
26,6,0,3,42,0,1,7,8,8,9,8,4,23,7,8,8,8,8,0
26,6,0,10,49,0,1,9,8,7,7,7,6,23,7,8,8,8,8,0
26,6,0,8,47,0,1,5,6,6,6,6,6,23,7,8,8,8,8,0
26,6,0,12,51,0,1,7,3,5,5,3,6,23,7,8,8,8,8,0
26,6,0,16,55,0,1,8,9,8,9,9,7,23,7,8,8,8,8,0
26,6,0,7,46,0,1,10,9,9,10,7,7,23,7,8,8,8,8,0
26,6,0,5,44,0,1,8,7,7,8,7,7,23,7,8,8,8,8,0
26,6,0,6,45,0,1,7,6,8,7,6,7,23,7,8,8,8,8,0
26,6,0,14,53,0,1,9,9,9,9,8,8,23,7,8,8,8,8,0
27,7,0,1,40,0,0,9,8,6,8,7,2,22,6,6,7,7,7,0
27,7,0,4,43,0,1,7,6,5,7,3,2,22,6,6,7,7,7,0
27,7,0,12,51,0,1,8,4,4,7,5,2,22,6,6,7,7,7,0
27,7,0,13,52,0,1,8,7,7,6,6,3,22,6,6,7,7,7,0
27,7,0,15,54,0,1,9,9,8,9,8,5,22,6,6,7,7,7,0
27,7,0,10,49,0,1,8,8,7,7,7,5,22,6,6,7,7,7,0
27,7,0,5,44,0,1,9,7,7,7,6,6,22,6,6,7,7,7,0
27,7,0,8,47,0,1,7,5,6,6,4,6,22,6,6,7,7,7,0
27,7,0,3,42,0,1,8,9,8,9,8,6,22,6,6,7,7,7,0
27,7,0,7,46,1,1,9,8,8,8,7,7,22,6,6,7,7,7,1
27,7,0,16,55,0,1,9,8,9,10,9,7,22,6,6,7,7,7,0
27,7,0,6,45,0,1,8,8,7,8,6,7,22,6,6,7,7,7,0
27,7,0,14,53,0,1,8,8,8,8,8,8,22,6,6,7,7,7,0
29,9,0,3,42,0,0,3,8,7,5,8,1,22,6,9,8,7,8,0
29,9,0,4,43,0,0,4,4,5,4,6,2,22,6,9,8,7,8,0
29,9,0,13,52,0,0,5,7,6,7,5,4,22,6,9,8,7,8,1
29,9,0,5,44,1,1,7,6,7,6,7,5,22,6,9,8,7,8,1
29,9,0,10,49,0,1,7,8,8,7,6,5,22,6,9,8,7,8,0
29,9,0,12,51,0,0,5,8,5,3,3,5,22,6,9,8,7,8,1
29,9,0,8,47,0,0,5,6,5,6,7,5,22,6,9,8,7,8,0
29,9,0,7,46,0,0,6,7,6,8,7,6,22,6,9,8,7,8,1
29,9,0,15,54,0,0,5,8,7,7,7,6,22,6,9,8,7,8,0
29,9,0,14,53,0,0,6,8,8,7,7,7,22,6,9,8,7,8,1
29,9,0,6,45,1,1,8,8,6,7,6,7,22,6,9,8,7,8,1
29,9,0,9,48,0,0,6,8,9,5,9,7,22,6,9,8,7,8,1
29,9,0,16,55,0,0,6,8,8,8,9,8,22,6,9,8,7,8,1
30,10,0,1,40,0,0,6,6,8,7,8,1,23,7,8,9,8,8,0
30,10,0,4,43,0,0,3,4,7,3,7,2,23,7,8,9,8,8,0
30,10,0,3,42,0,0,4,7,7,6,6,2,23,7,8,9,8,8,0
30,10,0,13,52,0,0,6,7,7,6,6,4,23,7,8,9,8,8,0
30,10,0,7,46,0,0,6,8,8,9,8,5,23,7,8,9,8,8,0
30,10,0,14,53,0,0,6,8,8,7,8,5,23,7,8,9,8,8,1
30,10,0,15,54,0,0,6,8,8,7,8,5,23,7,8,9,8,8,0
30,10,0,6,45,0,1,6,6,6,6,6,6,23,7,8,9,8,8,0
30,10,0,8,47,0,0,9,5,6,3,6,6,23,7,8,9,8,8,0
30,10,0,10,49,1,1,7,7,7,7,7,6,23,7,8,9,8,8,1
30,10,0,5,44,0,1,7,7,7,7,6,7,23,7,8,9,8,8,0
30,10,0,12,51,0,0,3,5,6,2,6,7,23,7,8,9,8,8,0
30,10,0,16,55,1,1,7,9,10,10,10,9,23,7,8,9,8,8,1
31,11,0,1,40,0,0,7,5,4,4,8,1,24,8,8,9,8,9,0
31,11,0,13,52,0,1,8,8,8,6,7,2,24,8,8,9,8,9,0
31,11,0,8,47,0,1,7,6,6,5,7,2,24,8,8,9,8,9,0
31,11,0,4,43,0,1,6,6,6,6,5,2,24,8,8,9,8,9,0
31,11,0,3,42,0,0,8,7,8,2,9,3,24,8,8,9,8,9,0
31,11,0,10,49,1,1,9,7,8,8,9,4,24,8,8,9,8,9,1
31,11,0,7,46,0,1,9,6,7,6,7,5,24,8,8,9,8,9,0
31,11,0,12,51,0,1,7,7,7,4,5,5,24,8,8,9,8,9,0
31,11,0,15,54,0,1,8,8,8,8,7,6,24,8,8,9,8,9,0
31,11,0,5,44,0,1,9,7,7,6,7,7,24,8,8,9,8,9,0
31,11,0,6,45,0,1,9,8,8,7,8,7,24,8,8,9,8,9,0
31,11,0,14,53,0,1,8,8,9,8,9,8,24,8,8,9,8,9,0
31,11,0,11,50,1,1,8,8,8,8,8,8,24,8,8,9,8,9,1
31,11,0,16,55,1,1,8,10,10,10,10,10,24,8,8,9,8,9,1
32,12,0,1,40,0,0,8,10,10,7,8,1,27,7,5,9,9,7,0
32,12,0,12,51,0,0,8,7,7,9,5,1,27,7,5,9,9,7,0
32,12,0,4,43,0,0,5,6,7,4,4,1,27,7,5,9,9,7,0
32,12,0,10,49,0,1,7,7,8,7,7,3,27,7,5,9,9,7,0
32,12,0,13,52,0,1,6,7,7,7,6,3,27,7,5,9,9,7,0
32,12,0,9,48,0,0,5,6,8,5,8,3,27,7,5,9,9,7,0
32,12,0,8,47,0,1,5,7,7,6,5,4,27,7,5,9,9,7,0
32,12,0,3,42,0,0,5,9,10,8,10,4,27,7,5,9,9,7,0
32,12,0,15,54,0,1,7,8,8,7,8,5,27,7,5,9,9,7,0
32,12,0,7,46,0,1,8,9,8,7,10,7,27,7,5,9,9,7,0
32,12,0,14,53,0,1,8,9,9,8,9,7,27,7,5,9,9,7,0
32,12,0,6,45,0,1,9,8,8,8,8,7,27,7,5,9,9,7,0
32,12,0,16,55,0,0,6,8,10,8,7,7,27,7,5,9,9,7,0
32,12,0,5,44,0,1,7,6,6,7,7,8,27,7,5,9,9,7,0
33,13,0,1,40,0,0,6,10,10,8,5,1,30,6,8,6,8,8,1
33,13,0,3,42,0,0,6,10,10,8,10,2,30,6,8,6,8,8,0
33,13,0,13,52,0,0,5,7,6,6,6,3,30,6,8,6,8,8,1
33,13,0,4,43,0,0,4,4,7,3,6,3,30,6,8,6,8,8,1
33,13,0,7,46,0,0,6,8,7,8,8,5,30,6,8,6,8,8,0
