iid,id,gender,idg,condtn,wave,round,position,order,partner,pid,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,age,field_cd,race,imprace,imprelig,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,match
6,6,0,2.325581,0,1,2.941176,3.333333,1.428571,2,12,6.896552,0,1.081081,2,6,0,0,8,0,0,1.351351,0,6,1,0,0,3.333333,0,0,10,7.777778,8.888889,6.666667,7.777778,6.666667,9,1.428571,5.555556,6.666667,1.111111,4.444444,5,5.555556,3.333333,0,0,3.333333,1,4.166667,4,5,0.943396,5,2.5,2,2.5,5,2,6.666667,3.75,6.25,7.5,8.571429,3.75,0
6,6,0,2.325581,0,1,2.941176,3.333333,1.904762,1,11,6.666667,0,2.432432,2,3.5,3.333333,4,4,0,1.666667,1.351351,0,6,1,0,0,3.333333,0,0,10,7.777778,8.888889,6.666667,7.777778,6.666667,9,1.428571,5.555556,6.666667,1.111111,4.444444,5,5.555556,3.333333,0,0,3.333333,1,4.166667,4,5,0.943396,5,2.5,2,2.5,5,2,6.666667,3.75,6.25,7.5,8.571429,3.75,0
6,6,0,2.325581,0,1,2.941176,3.333333,2.380952,4,14,5.45977,0,1.351351,2,3,0.833333,3,8,0.943396,1.666667,1.351351,0,6,1,0,0,3.333333,0,0,10,7.777778,8.888889,6.666667,7.777778,6.666667,9,1.428571,5.555556,6.666667,1.111111,4.444444,5,5.555556,3.333333,0,0,3.333333,1,4.166667,4,5,0.943396,5,2.5,2,2.5,5,2,6.666667,3.75,6.25,7.5,8.571429,3.75,1
6,6,0,2.325581,0,1,2.941176,3.333333,2.857143,6,16,5.862069,0,1.891892,2,5,0,6,2,0,3.333333,1.351351,0,6,1,0,0,3.333333,0,0,10,7.777778,8.888889,6.666667,7.777778,6.666667,9,1.428571,5.555556,6.666667,1.111111,4.444444,5,5.555556,3.333333,0,0,3.333333,1,4.166667,4,5,0.943396,5,2.5,2,2.5,5,2,6.666667,3.75,6.25,7.5,8.571429,3.75,0
6,6,0,2.325581,0,1,2.941176,3.333333,0.47619,7,17,7.471264,0,3.243243,2,3.5,2.5,5,2,0.943396,3.333333,1.351351,0,6,1,0,0,3.333333,0,0,10,7.777778,8.888889,6.666667,7.777778,6.666667,9,1.428571,5.555556,6.666667,1.111111,4.444444,5,5.555556,3.333333,0,0,3.333333,1,4.166667,4,5,0.943396,5,2.5,2,2.5,5,2,6.666667,3.75,6.25,7.5,8.571429,3.75,0
6,6,0,2.325581,0,1,2.941176,3.333333,0,3,13,1.83908,10,1.081081,6,1.9,3,3.8,3.6,2.641509,4,1.351351,0,6,1,0,0,3.333333,0,0,10,7.777778,8.888889,6.666667,7.777778,6.666667,9,1.428571,5.555556,6.666667,1.111111,4.444444,5,5.555556,3.333333,0,0,3.333333,1,4.166667,4,5,0.943396,5,2.5,2,2.5,5,2,6.666667,3.75,6.25,7.5,8.571429,3.75,0
6,6,0,2.325581,0,1,2.941176,3.333333,3.809524,9,19,7.413793,0,2.702703,2,5,0,5,2,0,5,1.351351,0,6,1,0,0,3.333333,0,0,10,7.777778,8.888889,6.666667,7.777778,6.666667,9,1.428571,5.555556,6.666667,1.111111,4.444444,5,5.555556,3.333333,0,0,3.333333,1,4.166667,4,5,0.943396,5,2.5,2,2.5,5,2,6.666667,3.75,6.25,7.5,8.571429,3.75,1
6,6,0,2.325581,0,1,2.941176,3.333333,3.333333,5,15,6.781609,0,1.621622,4,3,1.666667,4,2,1.886792,6.666667,1.351351,0,6,1,0,0,3.333333,0,0,10,7.777778,8.888889,6.666667,7.777778,6.666667,9,1.428571,5.555556,6.666667,1.111111,4.444444,5,5.555556,3.333333,0,0,3.333333,1,4.166667,4,5,0.943396,5,2.5,2,2.5,5,2,6.666667,3.75,6.25,7.5,8.571429,3.75,0
6,6,0,2.325581,0,1,2.941176,3.333333,0.952381,8,18,4.942529,0,2.432432,2,3.333,1.851667,2.222,2.222,2.096226,7.406667,1.351351,0,6,1,0,0,3.333333,0,0,10,7.777778,8.888889,6.666667,7.777778,6.666667,9,1.428571,5.555556,6.666667,1.111111,4.444444,5,5.555556,3.333333,0,0,3.333333,1,4.166667,4,5,0.943396,5,2.5,2,2.5,5,2,6.666667,3.75,6.25,7.5,8.571429,3.75,0
7,7,0,2.790698,0,1,2.941176,1.904762,2.857143,10,20,3.850575,0,1.621622,2,10,0,0,0,0,0,1.081081,0,6,2,3.333333,0,6.666667,0,0,4.444444,2.222222,3.333333,10,10,10,2,2.142857,7.777778,5.833333,7.777778,10,10,10,10,10,10,6.666667,1.5,2.5,5,4,2.830189,3.333333,3,2.4,3.25,5,2,3.333333,5,5,3.75,5.714286,6.25,0
7,7,0,2.790698,0,1,2.941176,1.904762,0,2,12,5.977011,0,1.081081,2,6,0,0,8,0,0,1.081081,0,6,2,3.333333,0,6.666667,0,0,4.444444,2.222222,3.333333,10,10,10,2,2.142857,7.777778,5.833333,7.777778,10,10,10,10,10,10,6.666667,1.5,2.5,5,4,2.830189,3.333333,3,2.4,3.25,5,2,3.333333,5,5,3.75,5.714286,6.25,0
7,7,0,2.790698,0,1,2.941176,1.904762,0.47619,1,11,5.862069,0,2.432432,2,3.5,3.333333,4,4,0,1.666667,1.081081,0,6,2,3.333333,0,6.666667,0,0,4.444444,2.222222,3.333333,10,10,10,2,2.142857,7.777778,5.833333,7.777778,10,10,10,10,10,10,6.666667,1.5,2.5,5,4,2.830189,3.333333,3,2.4,3.25,5,2,3.333333,5,5,3.75,5.714286,6.25,0
7,7,0,2.790698,0,1,2.941176,1.904762,0.952381,4,14,2.126437,0,1.351351,2,3,0.833333,3,8,0.943396,1.666667,1.081081,0,6,2,3.333333,0,6.666667,0,0,4.444444,2.222222,3.333333,10,10,10,2,2.142857,7.777778,5.833333,7.777778,10,10,10,10,10,10,6.666667,1.5,2.5,5,4,2.830189,3.333333,3,2.4,3.25,5,2,3.333333,5,5,3.75,5.714286,6.25,1
7,7,0,2.790698,0,1,2.941176,1.904762,1.428571,6,16,8.16092,0,1.891892,2,5,0,6,2,0,3.333333,1.081081,0,6,2,3.333333,0,6.666667,0,0,4.444444,2.222222,3.333333,10,10,10,2,2.142857,7.777778,5.833333,7.777778,10,10,10,10,10,10,6.666667,1.5,2.5,5,4,2.830189,3.333333,3,2.4,3.25,5,2,3.333333,5,5,3.75,5.714286,6.25,0
7,7,0,2.790698,0,1,2.941176,1.904762,3.809524,7,17,6.551724,0,3.243243,2,3.5,2.5,5,2,0.943396,3.333333,1.081081,0,6,2,3.333333,0,6.666667,0,0,4.444444,2.222222,3.333333,10,10,10,2,2.142857,7.777778,5.833333,7.777778,10,10,10,10,10,10,6.666667,1.5,2.5,5,4,2.830189,3.333333,3,2.4,3.25,5,2,3.333333,5,5,3.75,5.714286,6.25,0
7,7,0,2.790698,0,1,2.941176,1.904762,3.333333,3,13,7.758621,10,1.081081,6,1.9,3,3.8,3.6,2.641509,4,1.081081,0,6,2,3.333333,0,6.666667,0,0,4.444444,2.222222,3.333333,10,10,10,2,2.142857,7.777778,5.833333,7.777778,10,10,10,10,10,10,6.666667,1.5,2.5,5,4,2.830189,3.333333,3,2.4,3.25,5,2,3.333333,5,5,3.75,5.714286,6.25,0
7,7,0,2.790698,0,1,2.941176,1.904762,2.380952,9,19,2.816092,0,2.702703,2,5,0,5,2,0,5,1.081081,0,6,2,3.333333,0,6.666667,0,0,4.444444,2.222222,3.333333,10,10,10,2,2.142857,7.777778,5.833333,7.777778,10,10,10,10,10,10,6.666667,1.5,2.5,5,4,2.830189,3.333333,3,2.4,3.25,5,2,3.333333,5,5,3.75,5.714286,6.25,1
7,7,0,2.790698,0,1,2.941176,1.904762,1.904762,5,15,3.218391,0,1.621622,4,3,1.666667,4,2,1.886792,6.666667,1.081081,0,6,2,3.333333,0,6.666667,0,0,4.444444,2.222222,3.333333,10,10,10,2,2.142857,7.777778,5.833333,7.777778,10,10,10,10,10,10,6.666667,1.5,2.5,5,4,2.830189,3.333333,3,2.4,3.25,5,2,3.333333,5,5,3.75,5.714286,6.25,0
7,7,0,2.790698,0,1,2.941176,1.904762,4.285714,8,18,5.229885,0,2.432432,2,3.333,1.851667,2.222,2.222,2.096226,7.406667,1.081081,0,6,2,3.333333,0,6.666667,0,0,4.444444,2.222222,3.333333,10,10,10,2,2.142857,7.777778,5.833333,7.777778,10,10,10,10,10,10,6.666667,1.5,2.5,5,4,2.830189,3.333333,3,2.4,3.25,5,2,3.333333,5,5,3.75,5.714286,6.25,0
8,8,0,3.255814,0,1,2.941176,4.285714,0.47619,10,20,3.563218,10,1.621622,2,10,0,0,0,0,0,1.891892,7.058824,2,1,0,0,6.666667,0,3.125,1.111111,1.111111,0,10,8.888889,8.888889,3,1.428571,10,5.833333,10,8.888889,8.75,5.555556,5.555556,7.777778,5.555556,5.555556,0.909,3.03,5.454,3.636,3.430189,3.03,3,2,5,6,1,1.666667,6.25,2.5,7.5,7.142857,7.5,1
8,8,0,3.255814,0,1,2.941176,4.285714,2.380952,2,12,4.137931,10,1.081081,2,6,0,0,8,0,0,1.891892,7.058824,2,1,0,0,6.666667,0,3.125,1.111111,1.111111,0,10,8.888889,8.888889,3,1.428571,10,5.833333,10,8.888889,8.75,5.555556,5.555556,7.777778,5.555556,5.555556,0.909,3.03,5.454,3.636,3.430189,3.03,3,2,5,6,1,1.666667,6.25,2.5,7.5,7.142857,7.5,1
8,8,0,3.255814,0,1,2.941176,4.285714,2.857143,1,11,4.597701,10,2.432432,2,3.5,3.333333,4,4,0,1.666667,1.891892,7.058824,2,1,0,0,6.666667,0,3.125,1.111111,1.111111,0,10,8.888889,8.888889,3,1.428571,10,5.833333,10,8.888889,8.75,5.555556,5.555556,7.777778,5.555556,5.555556,0.909,3.03,5.454,3.636,3.430189,3.03,3,2,5,6,1,1.666667,6.25,2.5,7.5,7.142857,7.5,0
8,8,0,3.255814,0,1,2.941176,4.285714,3.333333,4,14,2.471264,10,1.351351,2,3,0.833333,3,8,0.943396,1.666667,1.891892,7.058824,2,1,0,0,6.666667,0,3.125,1.111111,1.111111,0,10,8.888889,8.888889,3,1.428571,10,5.833333,10,8.888889,8.75,5.555556,5.555556,7.777778,5.555556,5.555556,0.909,3.03,5.454,3.636,3.430189,3.03,3,2,5,6,1,1.666667,6.25,2.5,7.5,7.142857,7.5,1
8,8,0,3.255814,0,1,2.941176,4.285714,3.809524,6,16,6.37931,10,1.891892,2,5,0,6,2,0,3.333333,1.891892,7.058824,2,1,0,0,6.666667,0,3.125,1.111111,1.111111,0,10,8.888889,8.888889,3,1.428571,10,5.833333,10,8.888889,8.75,5.555556,5.555556,7.777778,5.555556,5.555556,0.909,3.03,5.454,3.636,3.430189,3.03,3,2,5,6,1,1.666667,6.25,2.5,7.5,7.142857,7.5,1
8,8,0,3.255814,0,1,2.941176,4.285714,1.428571,7,17,5.057471,10,3.243243,2,3.5,2.5,5,2,0.943396,3.333333,1.891892,7.058824,2,1,0,0,6.666667,0,3.125,1.111111,1.111111,0,10,8.888889,8.888889,3,1.428571,10,5.833333,10,8.888889,8.75,5.555556,5.555556,7.777778,5.555556,5.555556,0.909,3.03,5.454,3.636,3.430189,3.03,3,2,5,6,1,1.666667,6.25,2.5,7.5,7.142857,7.5,0
8,8,0,3.255814,0,1,2.941176,4.285714,0.952381,3,13,7.183908,0,1.081081,6,1.9,3,3.8,3.6,2.641509,4,1.891892,7.058824,2,1,0,0,6.666667,0,3.125,1.111111,1.111111,0,10,8.888889,8.888889,3,1.428571,10,5.833333,10,8.888889,8.75,5.555556,5.555556,7.777778,5.555556,5.555556,0.909,3.03,5.454,3.636,3.430189,3.03,3,2,5,6,1,1.666667,6.25,2.5,7.5,7.142857,7.5,1
8,8,0,3.255814,0,1,2.941176,4.285714,0,9,19,2.068966,10,2.702703,2,5,0,5,2,0,5,1.891892,7.058824,2,1,0,0,6.666667,0,3.125,1.111111,1.111111,0,10,8.888889,8.888889,3,1.428571,10,5.833333,10,8.888889,8.75,5.555556,5.555556,7.777778,5.555556,5.555556,0.909,3.03,5.454,3.636,3.430189,3.03,3,2,5,6,1,1.666667,6.25,2.5,7.5,7.142857,7.5,1
8,8,0,3.255814,0,1,2.941176,4.285714,4.285714,5,15,3.448276,0,1.621622,4,3,1.666667,4,2,1.886792,6.666667,1.891892,7.058824,2,1,0,0,6.666667,0,3.125,1.111111,1.111111,0,10,8.888889,8.888889,3,1.428571,10,5.833333,10,8.888889,8.75,5.555556,5.555556,7.777778,5.555556,5.555556,0.909,3.03,5.454,3.636,3.430189,3.03,3,2,5,6,1,1.666667,6.25,2.5,7.5,7.142857,7.5,1
8,8,0,3.255814,0,1,2.941176,4.285714,1.904762,8,18,5.747126,10,2.432432,2,3.333,1.851667,2.222,2.222,2.096226,7.406667,1.891892,7.058824,2,1,0,0,6.666667,0,3.125,1.111111,1.111111,0,10,8.888889,8.888889,3,1.428571,10,5.833333,10,8.888889,8.75,5.555556,5.555556,7.777778,5.555556,5.555556,0.909,3.03,5.454,3.636,3.430189,3.03,3,2,5,6,1,1.666667,6.25,2.5,7.5,7.142857,7.5,1
9,9,0,3.72093,0,1,2.941176,0,0.952381,10,20,3.448276,0,1.621622,2,10,0,0,0,0,0,2.162162,7.058824,10,1,0,0,5,0,5,3.333333,2.222222,0,7.777778,5.555556,6.666667,2,1.428571,10,5.833333,7.777778,10,10,8.888889,8.888889,7.777778,2.222222,5.555556,2,1.666667,4,6,1.886792,3.333333,3,4,2.5,4,2,3.333333,6.25,5,10,5.714286,6.25,0
9,9,0,3.72093,0,1,2.941176,0,2.857143,2,12,4.942529,0,1.081081,2,6,0,0,8,0,0,2.162162,7.058824,10,1,0,0,5,0,5,3.333333,2.222222,0,7.777778,5.555556,6.666667,2,1.428571,10,5.833333,7.777778,10,10,8.888889,8.888889,7.777778,2.222222,5.555556,2,1.666667,4,6,1.886792,3.333333,3,4,2.5,4,2,3.333333,6.25,5,10,5.714286,6.25,1
9,9,0,3.72093,0,1,2.941176,0,3.333333,1,11,5.862069,0,2.432432,2,3.5,3.333333,4,4,0,1.666667,2.162162,7.058824,10,1,0,0,5,0,5,3.333333,2.222222,0,7.777778,5.555556,6.666667,2,1.428571,10,5.833333,7.777778,10,10,8.888889,8.888889,7.777778,2.222222,5.555556,2,1.666667,4,6,1.886792,3.333333,3,4,2.5,4,2,3.333333,6.25,5,10,5.714286,6.25,0
9,9,0,3.72093,0,1,2.941176,0,3.809524,4,14,3.275862,0,1.351351,2,3,0.833333,3,8,0.943396,1.666667,2.162162,7.058824,10,1,0,0,5,0,5,3.333333,2.222222,0,7.777778,5.555556,6.666667,2,1.428571,10,5.833333,7.777778,10,10,8.888889,8.888889,7.777778,2.222222,5.555556,2,1.666667,4,6,1.886792,3.333333,3,4,2.5,4,2,3.333333,6.25,5,10,5.714286,6.25,1
9,9,0,3.72093,0,1,2.941176,0,4.285714,6,16,7.183908,0,1.891892,2,5,0,6,2,0,3.333333,2.162162,7.058824,10,1,0,0,5,0,5,3.333333,2.222222,0,7.777778,5.555556,6.666667,2,1.428571,10,5.833333,7.777778,10,10,8.888889,8.888889,7.777778,2.222222,5.555556,2,1.666667,4,6,1.886792,3.333333,3,4,2.5,4,2,3.333333,6.25,5,10,5.714286,6.25,1
9,9,0,3.72093,0,1,2.941176,0,1.904762,7,17,5.977011,0,3.243243,2,3.5,2.5,5,2,0.943396,3.333333,2.162162,7.058824,10,1,0,0,5,0,5,3.333333,2.222222,0,7.777778,5.555556,6.666667,2,1.428571,10,5.833333,7.777778,10,10,8.888889,8.888889,7.777778,2.222222,5.555556,2,1.666667,4,6,1.886792,3.333333,3,4,2.5,4,2,3.333333,6.25,5,10,5.714286,6.25,1
9,9,0,3.72093,0,1,2.941176,0,1.428571,3,13,8.678161,0,1.081081,6,1.9,3,3.8,3.6,2.641509,4,2.162162,7.058824,10,1,0,0,5,0,5,3.333333,2.222222,0,7.777778,5.555556,6.666667,2,1.428571,10,5.833333,7.777778,10,10,8.888889,8.888889,7.777778,2.222222,5.555556,2,1.666667,4,6,1.886792,3.333333,3,4,2.5,4,2,3.333333,6.25,5,10,5.714286,6.25,1
9,9,0,3.72093,0,1,2.941176,0,0.47619,9,19,2.758621,0,2.702703,2,5,0,5,2,0,5,2.162162,7.058824,10,1,0,0,5,0,5,3.333333,2.222222,0,7.777778,5.555556,6.666667,2,1.428571,10,5.833333,7.777778,10,10,8.888889,8.888889,7.777778,2.222222,5.555556,2,1.666667,4,6,1.886792,3.333333,3,4,2.5,4,2,3.333333,6.25,5,10,5.714286,6.25,1
9,9,0,3.72093,0,1,2.941176,0,0,5,15,4.712644,0,1.621622,4,3,1.666667,4,2,1.886792,6.666667,2.162162,7.058824,10,1,0,0,5,0,5,3.333333,2.222222,0,7.777778,5.555556,6.666667,2,1.428571,10,5.833333,7.777778,10,10,8.888889,8.888889,7.777778,2.222222,5.555556,2,1.666667,4,6,1.886792,3.333333,3,4,2.5,4,2,3.333333,6.25,5,10,5.714286,6.25,1
9,9,0,3.72093,0,1,2.941176,0,2.380952,8,18,5.344828,0,2.432432,2,3.333,1.851667,2.222,2.222,2.096226,7.406667,2.162162,7.058824,10,1,0,0,5,0,5,3.333333,2.222222,0,7.777778,5.555556,6.666667,2,1.428571,10,5.833333,7.777778,10,10,8.888889,8.888889,7.777778,2.222222,5.555556,2,1.666667,4,6,1.886792,3.333333,3,4,2.5,4,2,3.333333,6.25,5,10,5.714286,6.25,0
